EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,HireDate,BusinessTravel,DistanceFromHome_km,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,Attrition,AttritionDate
EMP00752,25,Male,Married,Research & Development,Research Director,1,Medical,Bachelor,2024-01-10,Travel_Rarely,1,2768,16,0,5,2,2,1,1,1,2,3,3,4,1,3,3,No,No,
EMP00753,28,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,College,2022-12-18,Travel_Rarely,8,7151,14,1,6,3,1,1,2,6,1,3,3,3,4,3,3,No,No,
EMP00754,46,Male,Married,Research & Development,Research Scientist,3,Medical,Master,2007-12-18,Travel_Frequently,2,10734,11,0,23,18,14,4,8,2,4,3,4,3,1,1,3,No,Yes,2020-12-23
EMP00755,28,Male,Married,Sales,Manager,1,Marketing,College,2022-01-05,Travel_Rarely,1,2675,17,0,7,4,1,0,2,2,3,2,1,4,4,2,3,Yes,Yes,2025-04-08
EMP00756,60,Male,Divorced,Human Resources,Human Resources,4,Life Sciences,Bachelor,2003-11-18,Travel_Rarely,4,12112,20,2,41,22,17,10,6,0,6,3,3,2,1,4,3,Yes,No,
EMP00757,41,Female,Married,Research & Development,Laboratory Technician,1,Other,Bachelor,2023-07-18,Travel_Rarely,19,3840,19,2,19,3,2,0,1,4,4,3,3,1,3,3,3,No,No,
EMP00758,39,Male,Married,Research & Development,Research Director,2,Life Sciences,Bachelor,2024-11-01,Travel_Rarely,1,4350,14,1,16,1,1,0,1,3,2,3,2,4,4,2,3,No,No,
EMP00759,29,Female,Married,Research & Development,Research Director,3,Medical,Bachelor,2020-09-13,Travel_Rarely,6,6313,23,2,8,5,4,3,1,1,2,3,3,3,2,2,4,No,No,
EMP00760,43,Female,Divorced,Research & Development,Manufacturing Director,3,Medical,Master,2021-06-21,Travel_Rarely,5,7219,14,3,25,5,2,0,1,5,2,3,3,2,2,3,3,No,No,
EMP00761,32,Male,Single,Research & Development,Laboratory Technician,4,Other,Below College,2021-01-13,Travel_Rarely,14,10533,19,1,11,5,3,2,2,2,3,3,2,1,3,3,4,Yes,No,
EMP00762,38,Female,Single,Research & Development,Research Director,1,Life Sciences,Bachelor,2025-04-16,Travel_Rarely,1,3304,25,2,20,1,1,1,1,1,4,2,2,4,2,2,3,No,No,
EMP00763,60,Male,Single,Sales,Sales Representative,1,Other,Master,1989-05-31,Travel_Rarely,8,4528,14,0,42,37,23,8,17,1,3,3,4,4,4,3,4,No,No,
EMP00764,36,Female,Single,Research & Development,Manager,2,Life Sciences,Below College,2022-06-05,Travel_Rarely,8,4193,20,1,13,4,3,2,1,0,2,3,1,3,2,2,3,No,No,
EMP00765,47,Male,Married,Sales,Manager,1,Marketing,College,2013-09-25,Travel_Rarely,8,3474,14,0,26,12,4,1,9,3,4,3,2,1,4,3,3,Yes,Yes,2017-04-26
EMP00766,31,Female,Married,Research & Development,Research Scientist,1,Other,Master,2022-12-25,Travel_Rarely,20,3016,18,1,10,3,1,1,1,3,1,3,3,3,4,1,3,No,No,
EMP00767,37,Female,Married,Sales,Manager,2,Marketing,Bachelor,2015-11-17,Travel_Rarely,12,4261,21,2,19,10,4,3,5,2,1,3,2,2,2,2,3,No,No,
EMP00768,53,Male,Single,Research & Development,Healthcare Representative,2,Technical Degree,Bachelor,2014-04-04,Travel_Rarely,1,5661,14,0,33,12,10,1,9,3,2,3,3,1,1,3,3,No,No,
EMP00769,31,Male,Married,Research & Development,Research Scientist,2,Medical,College,2024-05-08,Travel_Rarely,4,5250,19,1,9,2,2,1,1,1,4,3,2,3,1,3,3,No,No,
EMP00770,53,Female,Married,Research & Development,Laboratory Technician,1,Other,Bachelor,2013-05-04,Travel_Rarely,4,2820,21,2,34,13,8,4,12,1,4,1,4,3,4,3,3,Yes,No,
EMP00771,43,Female,Married,Research & Development,Research Director,1,Technical Degree,College,2025-02-28,Travel_Rarely,3,2336,18,2,22,1,1,0,1,0,2,3,2,3,4,2,3,Yes,No,
EMP00772,32,Male,Married,Research & Development,Research Scientist,1,Medical,Bachelor,2021-05-01,Travel_Rarely,4,2878,15,0,10,5,3,2,3,2,4,3,2,4,3,3,3,No,No,
EMP00773,43,Female,Married,Sales,Sales Representative,2,Technical Degree,Master,2026-05-20,Travel_Rarely,3,4352,19,2,21,0,0,0,0,3,1,1,3,3,2,2,3,No,No,
EMP00774,46,Male,Single,Research & Development,Laboratory Technician,1,Other,College,2022-07-08,Travel_Rarely,4,3230,18,0,26,4,1,0,3,2,2,2,1,4,1,3,4,No,Yes,2023-07-03
EMP00775,43,Female,Single,Research & Development,Research Scientist,4,Medical,Bachelor,2024-03-07,Travel_Rarely,27,10844,24,1,21,2,1,0,1,2,4,3,4,4,3,2,3,No,No,
EMP00776,23,Male,Divorced,Sales,Manager,1,Life Sciences,Doctor,2025-04-13,Travel_Frequently,1,2771,20,0,2,1,1,0,0,0,1,1,3,3,4,2,3,No,Yes,2026-06-27
EMP00777,30,Female,Divorced,Research & Development,Research Scientist,4,Technical Degree,Bachelor,2022-04-04,Travel_Frequently,18,9854,14,0,7,4,2,1,1,1,2,3,4,1,1,3,3,No,Yes,2026-03-20
EMP00778,35,Male,Married,Research & Development,Manager,2,Life Sciences,Master,2021-11-21,Travel_Rarely,5,5663,14,0,12,4,1,0,2,1,1,4,3,4,4,3,3,No,No,
EMP00779,36,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Bachelor,2022-11-05,Non-Travel,7,2616,11,0,14,3,2,1,2,1,2,2,4,4,1,3,3,No,No,
EMP00780,43,Male,Married,Sales,Sales Representative,1,Marketing,Master,2020-09-08,Non-Travel,12,2592,14,1,22,5,4,2,5,0,4,2,3,2,4,3,4,No,No,
EMP00781,39,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,Below College,2016-11-26,Travel_Rarely,3,3227,22,0,18,9,6,1,7,1,4,3,1,3,2,3,3,No,No,
EMP00782,25,Male,Married,Sales,Manager,2,Marketing,College,2020-08-24,Travel_Rarely,4,5798,23,2,7,5,4,1,3,2,5,1,2,2,4,1,3,Yes,Yes,2025-01-07
EMP00783,40,Male,Single,Sales,Sales Representative,2,Other,College,2010-02-06,Travel_Rarely,4,5846,18,3,20,16,9,1,6,2,0,3,4,1,4,3,3,Yes,No,
EMP00784,42,Female,Single,Research & Development,Manager,2,Other,Bachelor,2011-07-15,Travel_Frequently,3,5068,22,1,23,15,9,0,11,3,6,2,4,3,3,2,3,No,No,
EMP00785,42,Male,Married,Research & Development,Manager,2,Technical Degree,Master,2015-11-13,Travel_Rarely,18,4958,22,1,24,10,5,0,10,2,3,3,1,1,4,2,4,No,No,
EMP00786,47,Male,Married,Research & Development,Manager,3,Technical Degree,Bachelor,2020-10-08,Travel_Rarely,12,5968,15,1,28,5,4,3,3,7,5,2,4,2,2,2,3,No,No,
EMP00787,45,Male,Single,Sales,Sales Representative,2,Other,Bachelor,2013-04-04,Travel_Rarely,1,6771,16,0,24,13,7,6,4,1,5,3,4,3,4,2,4,No,No,
EMP00788,41,Male,Single,Research & Development,Laboratory Technician,1,Other,Master,2026-02-19,Travel_Rarely,1,3452,14,0,18,0,0,0,0,2,3,3,2,4,4,3,3,No,No,
EMP00789,36,Male,Married,Research & Development,Manager,4,Technical Degree,Bachelor,2023-10-15,Travel_Frequently,4,12087,24,2,18,2,1,0,1,1,0,4,3,4,1,3,3,No,No,
EMP00790,22,Male,Divorced,Research & Development,Laboratory Technician,3,Technical Degree,Bachelor,2026-06-26,Travel_Frequently,1,7187,15,0,0,0,0,0,0,2,3,3,1,4,3,3,3,No,No,
EMP00791,41,Male,Divorced,Research & Development,Laboratory Technician,5,Other,Bachelor,2026-02-23,Travel_Frequently,7,14544,20,2,19,0,0,0,0,3,2,3,4,3,4,3,3,Yes,No,
EMP00792,39,Male,Married,Sales,Sales Executive,1,Other,Bachelor,2021-10-06,Travel_Rarely,1,2919,18,0,20,4,2,1,2,2,2,3,3,3,1,4,3,No,No,
EMP00793,39,Male,Married,Research & Development,Research Director,4,Life Sciences,Below College,2018-09-19,Travel_Rarely,5,13352,22,0,18,7,5,2,3,3,1,3,3,4,3,3,4,No,No,
EMP00794,26,Male,Single,Research & Development,Laboratory Technician,4,Medical,Doctor,2026-08-08,Travel_Rarely,1,12758,19,0,3,0,0,0,0,2,3,2,4,4,4,3,3,No,No,
EMP00795,27,Male,Married,Sales,Sales Executive,2,Other,College,2018-05-30,Travel_Rarely,3,4836,13,1,8,8,7,4,7,3,1,3,1,2,1,4,3,No,No,
EMP00796,46,Male,Married,Sales,Manager,2,Life Sciences,Below College,2018-01-22,Travel_Rarely,8,5737,20,1,23,8,6,2,4,3,4,3,4,3,4,3,3,Yes,No,
EMP00797,37,Female,Married,Sales,Sales Executive,5,Other,Master,2020-01-17,Travel_Rarely,5,20000,14,0,17,6,2,0,2,4,2,1,1,4,2,3,3,No,No,
EMP00798,43,Male,Married,Sales,Sales Representative,5,Other,College,2022-07-09,Travel_Rarely,27,17771,11,1,20,4,3,0,1,2,3,3,4,1,2,3,3,Yes,No,
EMP00799,37,Female,Single,Research & Development,Manager,2,Life Sciences,Bachelor,2025-11-06,Travel_Rarely,15,5507,21,2,15,0,0,0,0,3,1,3,3,2,3,3,3,No,No,
EMP00800,37,Male,Single,Research & Development,Research Director,2,Other,Bachelor,2016-02-19,Non-Travel,3,6438,15,1,19,10,9,7,8,1,4,3,3,3,3,3,3,No,No,
EMP00801,45,Female,Single,Sales,Sales Representative,4,Life Sciences,Bachelor,2004-06-20,Non-Travel,1,15794,14,0,27,22,15,4,10,1,4,2,3,4,4,3,3,Yes,No,
EMP00802,32,Female,Single,Sales,Manager,1,Technical Degree,College,2022-02-26,Non-Travel,13,2728,25,0,14,4,1,0,2,3,2,2,4,1,3,3,3,Yes,Yes,2025-09-25
EMP00803,38,Male,Single,Research & Development,Manager,1,Life Sciences,Bachelor,2019-10-06,Non-Travel,17,3256,16,1,15,6,3,2,4,2,4,2,2,3,3,3,3,Yes,No,
EMP00804,33,Female,Divorced,Research & Development,Manufacturing Director,5,Life Sciences,Bachelor,2024-09-21,Travel_Rarely,12,19391,16,1,11,1,1,0,1,2,1,4,2,1,3,4,4,No,No,
EMP00805,33,Male,Married,Research & Development,Manufacturing Director,4,Medical,Master,2026-06-27,Travel_Rarely,1,11467,23,2,10,0,0,0,0,2,4,3,2,3,4,3,3,Yes,Yes,2026-08-06
EMP00806,34,Male,Married,Research & Development,Research Director,5,Other,Bachelor,2022-05-02,Travel_Rarely,30,20000,20,1,13,4,3,2,4,1,3,2,4,3,4,3,3,Yes,No,
EMP00807,39,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Doctor,2025-08-11,Travel_Frequently,2,4885,16,0,17,1,0,0,1,2,1,3,3,1,4,3,3,Yes,No,
EMP00808,33,Female,Divorced,Sales,Sales Executive,2,Other,Below College,2024-05-21,Travel_Rarely,9,4780,13,0,11,2,1,0,2,0,3,2,3,4,3,2,3,No,No,
EMP00809,48,Male,Married,Sales,Sales Representative,5,Other,Bachelor,2022-02-22,Travel_Rarely,17,14230,24,1,25,4,2,1,3,2,2,2,4,4,2,4,4,No,No,
EMP00810,29,Male,Divorced,Research & Development,Research Scientist,1,Technical Degree,Bachelor,2024-11-11,Travel_Rarely,2,2135,25,0,6,1,0,0,1,1,3,3,4,2,4,3,3,No,No,
EMP00811,35,Male,Married,Research & Development,Laboratory Technician,3,Other,Master,2021-09-19,Travel_Frequently,17,7002,17,3,17,4,1,0,2,3,4,3,1,1,4,2,3,No,No,
EMP00812,33,Male,Single,Research & Development,Laboratory Technician,2,Technical Degree,Below College,2022-12-25,Travel_Rarely,3,2846,13,0,11,3,1,1,2,4,4,3,3,2,1,3,4,No,No,
EMP00813,50,Female,Married,Research & Development,Laboratory Technician,1,Technical Degree,Bachelor,2009-03-03,Travel_Rarely,26,4088,16,1,32,17,6,3,8,3,5,3,1,4,4,3,4,No,No,
EMP00814,39,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,Master,2025-06-15,Travel_Rarely,2,3218,23,0,18,1,0,0,0,5,3,4,4,1,3,2,4,Yes,Yes,2026-08-05
EMP00815,46,Male,Married,Sales,Sales Representative,2,Marketing,College,2002-05-28,Travel_Rarely,21,6377,23,0,26,24,6,5,10,0,3,2,4,2,1,2,4,No,No,
EMP00816,24,Male,Single,Research & Development,Research Scientist,2,Technical Degree,Master,2024-07-27,Travel_Rarely,1,5691,24,1,6,2,2,1,2,1,4,1,4,3,3,3,3,No,No,
EMP00817,39,Male,Single,Sales,Sales Representative,1,Other,Below College,2025-05-09,Travel_Rarely,9,2729,25,1,16,1,0,0,1,4,5,2,4,1,2,3,4,No,No,
EMP00818,45,Male,Married,Sales,Manager,2,Marketing,Master,2024-06-09,Travel_Frequently,5,5049,20,0,26,2,1,0,1,1,4,3,3,2,4,2,4,No,No,
EMP00819,38,Female,Single,Research & Development,Laboratory Technician,2,Medical,Doctor,2015-07-15,Travel_Frequently,5,5028,11,0,18,11,4,0,5,4,5,3,3,3,2,3,3,No,No,
EMP00820,47,Female,Married,Research & Development,Healthcare Representative,3,Other,Bachelor,2020-12-19,Travel_Rarely,2,8623,25,1,26,5,3,1,1,1,6,3,3,2,1,3,3,No,No,
EMP00821,32,Female,Married,Human Resources,Human Resources,1,Human Resources,Bachelor,2024-11-22,Travel_Rarely,9,1773,24,2,9,1,1,1,1,4,2,3,1,4,1,2,3,No,No,
EMP00822,50,Male,Married,Research & Development,Research Director,3,Other,Below College,2001-03-19,Travel_Rarely,1,9523,25,0,30,25,9,4,12,2,1,3,4,4,3,3,3,No,No,
EMP00823,58,Female,Married,Sales,Sales Representative,1,Marketing,Master,2005-03-19,Travel_Frequently,6,2980,18,1,35,21,13,4,14,2,2,3,3,3,2,3,3,No,No,
EMP00824,34,Female,Divorced,Sales,Sales Representative,1,Marketing,Bachelor,2012-06-28,Non-Travel,2,3343,17,0,16,14,10,7,13,0,6,1,4,3,4,4,4,No,No,
EMP00825,33,Female,Married,Research & Development,Healthcare Representative,1,Life Sciences,Below College,2025-12-13,Travel_Frequently,22,2359,22,1,10,0,0,0,0,2,1,3,4,3,1,4,3,No,No,
EMP00826,50,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,Bachelor,2001-11-30,Travel_Rarely,1,8133,19,1,29,24,15,9,20,3,4,3,4,3,4,2,3,No,No,
EMP00827,51,Male,Married,Research & Development,Research Scientist,1,Medical,Bachelor,2013-05-23,Travel_Rarely,2,3153,25,0,32,13,7,0,7,3,4,3,3,1,3,3,3,Yes,No,
EMP00828,32,Male,Single,Research & Development,Manufacturing Director,1,Technical Degree,College,2012-08-23,Travel_Frequently,2,3223,24,1,14,13,4,3,10,2,6,3,1,1,4,4,3,No,No,
EMP00829,33,Male,Single,Research & Development,Research Director,1,Technical Degree,College,2018-03-25,Travel_Rarely,4,3390,25,0,15,8,6,4,4,2,3,3,2,4,2,3,3,No,No,
EMP00830,34,Male,Single,Research & Development,Manufacturing Director,5,Medical,Below College,2018-04-07,Travel_Rarely,2,18450,13,0,13,8,6,0,4,2,2,2,3,2,1,3,3,No,No,
EMP00831,25,Male,Married,Sales,Sales Executive,4,Technical Degree,Bachelor,2024-08-04,Travel_Rarely,5,13314,22,1,4,2,1,0,2,1,1,1,1,3,3,2,3,No,Yes,2024-09-09
EMP00832,29,Male,Married,Research & Development,Manager,1,Other,Bachelor,2020-02-19,Travel_Rarely,14,3246,18,1,9,6,3,2,4,3,6,2,1,3,4,3,4,No,No,
EMP00833,28,Female,Divorced,Research & Development,Research Director,1,Technical Degree,Bachelor,2024-01-17,Travel_Rarely,9,2223,12,1,9,2,2,1,1,0,5,3,3,1,2,3,4,No,No,
EMP00834,30,Male,Single,Sales,Manager,5,Technical Degree,Master,2024-07-03,Travel_Rarely,6,20000,19,0,7,2,1,0,1,4,4,1,4,4,1,3,3,Yes,No,
EMP00835,37,Male,Single,Research & Development,Manager,1,Technical Degree,Master,2020-04-12,Travel_Rarely,1,2236,11,1,17,6,2,0,1,2,5,3,4,4,3,3,3,No,No,
EMP00836,39,Female,Divorced,Research & Development,Research Scientist,1,Technical Degree,Bachelor,2025-02-08,Travel_Frequently,8,2977,22,0,16,1,0,0,1,0,1,4,1,2,2,2,3,Yes,No,
EMP00837,51,Female,Single,Research & Development,Manufacturing Director,1,Medical,Below College,2014-07-20,Travel_Frequently,1,3649,20,0,28,12,8,3,6,1,3,1,4,4,2,2,3,No,No,
EMP00838,28,Female,Married,Sales,Manager,5,Technical Degree,Master,2026-03-03,Travel_Rarely,11,18268,17,1,5,0,0,0,0,2,2,2,3,1,3,4,3,No,Yes,2026-07-02
EMP00839,46,Female,Married,Research & Development,Laboratory Technician,3,Medical,Bachelor,2022-08-29,Travel_Rarely,2,7119,24,1,26,3,1,0,1,3,4,3,4,4,4,3,3,No,No,
EMP00840,35,Male,Married,Sales,Sales Representative,1,Other,Bachelor,2022-07-10,Non-Travel,4,3604,20,3,17,4,1,0,2,2,1,3,2,3,4,3,3,No,No,
EMP00841,37,Female,Single,Research & Development,Research Scientist,1,Technical Degree,Bachelor,2018-12-05,Non-Travel,3,3587,24,1,16,7,4,2,6,2,2,2,4,3,1,1,3,Yes,No,
EMP00842,43,Male,Single,Sales,Manager,5,Other,Bachelor,2020-12-10,Travel_Rarely,14,17669,11,0,25,5,4,3,3,2,4,3,4,2,3,3,3,No,No,
EMP00843,27,Male,Single,Sales,Manager,2,Marketing,Master,2026-08-04,Travel_Frequently,1,4477,25,2,8,0,0,0,0,2,4,3,3,2,2,3,3,Yes,No,
EMP00844,40,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,College,2016-11-23,Travel_Frequently,6,4616,16,0,20,9,7,4,6,2,6,3,2,4,2,3,3,No,No,
EMP00845,38,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,Bachelor,2025-05-01,Travel_Rarely,1,2535,11,0,19,1,1,0,0,2,3,1,4,3,3,4,3,No,No,
EMP00846,41,Male,Single,Sales,Sales Executive,3,Life Sciences,Below College,2007-01-07,Travel_Rarely,9,7990,23,1,20,19,14,2,12,1,2,4,4,3,4,1,3,No,No,
EMP00847,40,Female,Married,Sales,Manager,1,Other,Master,2022-12-03,Travel_Rarely,16,2240,14,2,19,3,2,2,1,1,3,2,4,4,4,3,3,No,No,
EMP00848,59,Female,Divorced,Research & Development,Research Director,3,Other,Below College,2021-04-02,Travel_Rarely,4,7418,17,1,37,5,2,0,2,1,5,1,2,3,4,3,3,No,No,
EMP00849,31,Male,Single,Research & Development,Research Scientist,1,Medical,Below College,2024-01-21,Travel_Rarely,5,3227,12,1,12,2,1,0,1,0,3,3,3,3,1,3,3,No,No,
EMP00850,32,Male,Married,Research & Development,Laboratory Technician,1,Medical,Bachelor,2023-04-13,Travel_Rarely,18,2699,13,1,14,3,2,1,2,2,5,2,2,4,2,3,3,No,No,
EMP00851,31,Female,Married,Sales,Sales Representative,2,Life Sciences,Bachelor,2024-01-11,Travel_Rarely,5,4874,14,1,12,2,1,1,1,1,0,4,4,4,4,3,3,Yes,No,
EMP00852,32,Female,Single,Research & Development,Research Scientist,4,Other,College,2023-06-12,Travel_Rarely,5,12165,16,1,12,3,2,1,1,2,2,3,4,2,3,2,3,Yes,No,
EMP00853,31,Male,Single,Sales,Sales Executive,2,Other,Bachelor,2023-10-17,Travel_Frequently,6,5239,23,0,10,2,1,0,1,1,5,3,2,3,2,3,3,No,No,
EMP00854,48,Female,Married,Sales,Manager,1,Marketing,Bachelor,2018-08-20,Travel_Rarely,8,3031,22,0,27,7,2,1,1,2,0,2,4,4,3,4,4,No,No,
EMP00855,50,Male,Divorced,Research & Development,Research Scientist,2,Technical Degree,Below College,2017-07-07,Travel_Rarely,1,6473,19,0,31,9,7,2,2,2,3,2,3,1,4,3,3,No,No,
EMP00856,32,Male,Divorced,Research & Development,Research Director,3,Technical Degree,Bachelor,2018-12-10,Travel_Rarely,12,7519,14,2,13,7,2,0,3,1,2,3,2,1,4,2,3,No,No,
EMP00857,30,Female,Married,Research & Development,Research Director,3,Medical,Master,2025-03-14,Travel_Frequently,4,5809,25,1,7,1,1,0,0,1,3,3,2,3,3,3,4,No,No,
EMP00858,41,Male,Married,Sales,Sales Representative,2,Life Sciences,Bachelor,2022-01-04,Travel_Rarely,1,4702,16,1,22,4,2,0,1,0,1,2,1,2,4,2,3,No,No,
EMP00859,32,Male,Married,Research & Development,Laboratory Technician,1,Medical,Master,2022-09-07,Travel_Rarely,11,3480,22,0,9,3,3,1,1,4,3,3,3,3,4,3,4,Yes,No,
EMP00860,43,Female,Married,Research & Development,Manufacturing Director,2,Life Sciences,Master,2023-11-30,Travel_Frequently,3,5768,17,0,23,2,1,1,2,4,6,1,1,4,1,3,3,No,No,
EMP00861,39,Female,Married,Human Resources,Human Resources,1,Human Resources,Bachelor,2010-07-21,Travel_Rarely,1,2798,14,1,19,16,4,3,12,2,2,3,3,1,1,3,3,No,No,
EMP00862,23,Male,Single,Sales,Sales Representative,5,Marketing,Below College,2025-08-22,Non-Travel,7,16719,16,0,5,0,0,0,0,2,2,3,4,4,3,3,4,Yes,Yes,2025-10-29
EMP00863,51,Male,Married,Sales,Sales Representative,2,Other,College,1999-06-09,Travel_Rarely,15,5635,13,1,32,27,21,3,25,2,0,3,3,2,2,3,3,No,No,
EMP00864,53,Male,Married,Research & Development,Manager,2,Medical,Master,2015-12-09,Travel_Rarely,15,5811,15,0,35,10,5,0,2,3,2,3,1,3,4,2,3,No,No,
EMP00865,31,Female,Married,Research & Development,Laboratory Technician,1,Other,Doctor,2023-12-23,Travel_Rarely,22,2412,22,1,9,2,0,0,1,1,2,1,3,2,4,3,3,No,No,
EMP00866,34,Male,Divorced,Sales,Sales Executive,1,Other,Bachelor,2023-05-17,Travel_Frequently,14,3590,22,1,14,3,2,0,3,3,3,1,2,4,2,1,3,Yes,Yes,2023-06-19
EMP00867,40,Male,Single,Research & Development,Research Scientist,2,Life Sciences,Below College,2021-05-12,Travel_Rarely,1,3967,21,1,19,5,4,1,4,3,2,2,4,1,4,3,3,No,No,
EMP00868,40,Female,Single,Sales,Sales Executive,1,Technical Degree,College,2019-08-31,Travel_Rarely,3,3011,20,1,17,6,5,1,6,0,2,2,3,1,3,2,3,No,No,
EMP00869,43,Male,Single,Research & Development,Research Scientist,4,Other,Bachelor,2024-09-21,Travel_Rarely,12,9467,14,1,21,1,0,0,1,4,3,3,1,4,3,2,3,No,No,
EMP00870,55,Male,Married,Sales,Sales Representative,2,Life Sciences,Bachelor,2016-02-07,Travel_Rarely,3,5723,17,1,34,10,5,2,3,1,5,3,3,4,4,3,3,No,No,
EMP00871,35,Male,Married,Research & Development,Healthcare Representative,1,Other,Below College,2024-03-30,Non-Travel,6,2026,16,2,13,2,1,0,2,3,2,1,4,2,3,2,3,Yes,No,
EMP00872,30,Female,Married,Research & Development,Manufacturing Director,1,Life Sciences,Doctor,2018-02-22,Travel_Rarely,7,3088,17,1,12,8,4,1,8,2,3,3,1,1,3,3,4,Yes,Yes,2022-07-06
EMP00873,25,Male,Married,Sales,Sales Representative,3,Life Sciences,Bachelor,2024-07-29,Non-Travel,3,7084,16,0,7,2,1,0,1,3,3,4,3,3,1,3,4,No,No,
EMP00874,30,Male,Married,Human Resources,Manager,1,Other,Master,2024-08-15,Travel_Rarely,16,2469,22,1,7,1,0,0,1,1,1,3,4,3,3,3,3,Yes,No,
EMP00875,37,Female,Married,Research & Development,Manufacturing Director,2,Other,Master,2025-12-25,Travel_Frequently,5,5677,12,1,17,0,0,0,0,0,3,3,1,4,2,2,3,No,No,
EMP00876,53,Male,Married,Research & Development,Manager,2,Technical Degree,Master,2008-02-22,Travel_Rarely,4,6837,24,1,30,18,6,1,13,2,4,1,1,2,3,3,3,No,No,
EMP00877,32,Male,Married,Research & Development,Manager,1,Technical Degree,Bachelor,2021-05-05,Travel_Frequently,30,2856,17,0,11,5,4,1,2,0,3,3,3,2,2,3,4,Yes,Yes,2023-04-12
EMP00878,39,Male,Divorced,Sales,Sales Executive,3,Marketing,Bachelor,2022-02-09,Non-Travel,5,7520,18,0,17,4,2,0,1,0,1,3,4,3,3,3,3,No,No,
EMP00879,37,Male,Single,Sales,Sales Executive,3,Other,Bachelor,2019-07-16,Travel_Frequently,1,6848,17,2,14,7,5,3,5,2,4,4,4,3,1,3,3,No,No,
EMP00880,48,Male,Single,Sales,Manager,5,Other,Bachelor,2017-10-06,Travel_Frequently,5,14545,14,2,29,8,5,4,4,2,0,3,3,4,1,4,3,No,No,
EMP00881,60,Male,Married,Sales,Sales Representative,2,Other,Bachelor,2018-08-30,Travel_Rarely,12,4310,14,1,41,7,4,0,5,3,2,3,2,4,2,4,3,No,No,
EMP00882,32,Male,Divorced,Sales,Manager,2,Technical Degree,Doctor,2020-10-30,Travel_Frequently,10,4239,22,0,12,5,2,1,3,2,3,2,3,3,4,2,3,No,No,
EMP00883,33,Male,Married,Sales,Sales Executive,1,Technical Degree,Master,2021-05-28,Travel_Rarely,11,3550,15,0,10,5,4,1,3,2,2,3,4,1,1,2,3,Yes,No,
EMP00884,46,Female,Single,Research & Development,Research Scientist,2,Medical,Master,2021-07-22,Travel_Frequently,9,5335,24,0,25,5,2,0,2,3,1,2,3,3,4,3,3,No,No,
EMP00885,43,Female,Married,Research & Development,Manufacturing Director,1,Other,Master,2018-07-28,Travel_Frequently,2,2760,19,0,24,8,6,0,5,1,3,3,2,2,1,1,3,No,Yes,2025-02-05
EMP00886,54,Female,Married,Sales,Sales Executive,3,Other,College,2002-04-14,Travel_Rarely,14,7347,15,0,34,24,16,11,21,2,4,2,2,3,3,3,3,Yes,No,
EMP00887,42,Female,Single,Sales,Sales Representative,1,Technical Degree,Below College,2024-12-29,Travel_Rarely,16,2426,12,2,19,1,1,0,1,2,2,3,4,4,4,4,3,Yes,Yes,2026-05-04
EMP00888,34,Male,Married,Research & Development,Healthcare Representative,2,Life Sciences,Bachelor,2015-02-21,Travel_Rarely,2,3942,15,0,14,11,5,4,8,3,4,1,3,3,2,3,3,No,No,
EMP00889,42,Female,Divorced,Sales,Manager,1,Life Sciences,Bachelor,2023-07-05,Travel_Rarely,1,3153,25,1,21,3,1,0,2,2,5,3,1,1,2,2,3,No,No,
EMP00890,47,Male,Married,Sales,Sales Representative,2,Life Sciences,Master,2023-07-31,Travel_Rarely,26,4843,23,1,28,3,2,0,2,3,6,3,1,3,2,3,3,Yes,Yes,2023-12-24
EMP00891,44,Female,Married,Sales,Sales Representative,2,Technical Degree,Bachelor,2022-01-12,Travel_Rarely,14,6211,13,1,25,4,1,1,2,3,2,3,4,2,4,3,3,Yes,Yes,2025-10-12
EMP00892,42,Female,Married,Research & Development,Research Scientist,2,Technical Degree,Bachelor,2010-05-15,Travel_Rarely,16,4020,20,1,23,16,14,10,16,2,3,2,4,1,2,4,3,Yes,Yes,2023-03-16
EMP00893,47,Female,Single,Research & Development,Manager,5,Medical,Bachelor,2019-06-24,Travel_Frequently,15,20000,18,1,29,7,6,4,6,0,2,3,2,4,3,2,3,No,No,
EMP00894,48,Female,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Below College,2022-10-03,Non-Travel,5,8347,20,2,29,3,1,1,2,3,5,3,2,3,1,3,3,No,No,
EMP00895,49,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,Bachelor,2011-06-19,Travel_Rarely,7,3924,20,1,27,15,4,1,8,3,5,4,1,3,3,3,3,No,Yes,2017-09-13
